timestamp,steps,distance millimeters,altitude gain millimeters,data source
2025-07-27T20:34:25Z,2,0,0,Charge 6
2025-07-27T20:34:26Z,2,0,0,Charge 6
2025-07-27T20:34:27Z,0,0,0,Charge 6
2025-07-27T20:34:28Z,0,0,0,Charge 6
2025-07-27T20:34:29Z,0,0,0,Charge 6
2025-07-27T20:34:30Z,0,0,0,Charge 6
2025-07-27T20:34:31Z,0,0,0,Charge 6
2025-07-27T20:34:32Z,0,0,0,Charge 6
2025-07-27T20:34:33Z,0,0,0,Charge 6
2025-07-27T20:34:34Z,0,0,0,Charge 6
2025-07-27T20:34:35Z,0,0,0,Charge 6
2025-07-27T20:34:36Z,0,0,0,Charge 6
2025-07-27T20:34:37Z,0,0,0,Charge 6
2025-07-27T20:34:38Z,0,0,0,Charge 6
2025-07-27T20:34:39Z,0,0,0,Charge 6
2025-07-27T20:34:40Z,0,0,0,Charge 6
2025-07-27T20:34:41Z,0,0,0,Charge 6
2025-07-27T20:34:42Z,0,0,0,Charge 6
2025-07-27T20:34:43Z,0,0,0,Charge 6
2025-07-27T20:34:44Z,0,0,0,Charge 6
2025-07-27T20:34:45Z,0,0,0,Charge 6
2025-07-27T20:34:46Z,0,0,0,Charge 6
2025-07-27T20:34:47Z,0,0,0,Charge 6
2025-07-27T20:34:48Z,0,0,0,Charge 6
2025-07-27T20:34:49Z,0,0,0,Charge 6
2025-07-27T20:34:50Z,0,0,0,Charge 6
2025-07-27T20:34:51Z,0,0,0,Charge 6
2025-07-27T20:34:52Z,0,0,0,Charge 6
2025-07-27T20:34:53Z,0,0,0,Charge 6
2025-07-27T20:34:54Z,0,0,0,Charge 6
2025-07-27T20:34:55Z,0,0,0,Charge 6
2025-07-27T20:34:56Z,0,0,0,Charge 6
2025-07-27T20:34:57Z,0,0,0,Charge 6
2025-07-27T20:34:58Z,0,0,0,Charge 6
2025-07-27T20:34:59Z,0,0,0,Charge 6
2025-07-27T20:35:00Z,0,0,0,Charge 6
2025-07-27T20:35:01Z,0,0,0,Charge 6
2025-07-27T20:35:02Z,0,0,0,Charge 6
2025-07-27T20:35:03Z,0,0,0,Charge 6
2025-07-27T20:35:04Z,0,0,0,Charge 6
2025-07-27T20:35:05Z,0,0,0,Charge 6
2025-07-27T20:35:06Z,0,0,0,Charge 6
2025-07-27T20:35:07Z,0,0,0,Charge 6
2025-07-27T20:35:08Z,0,0,0,Charge 6
2025-07-27T20:35:09Z,0,0,0,Charge 6
2025-07-27T20:35:10Z,0,0,0,Charge 6
2025-07-27T20:35:11Z,0,0,0,Charge 6
2025-07-27T20:35:12Z,0,0,0,Charge 6
2025-07-27T20:35:13Z,0,0,0,Charge 6
2025-07-27T20:35:14Z,0,0,0,Charge 6
2025-07-27T20:35:15Z,0,0,0,Charge 6
2025-07-27T20:35:16Z,0,0,0,Charge 6
2025-07-27T20:35:17Z,0,0,0,Charge 6
2025-07-27T20:35:18Z,0,0,0,Charge 6
2025-07-27T20:35:19Z,0,0,0,Charge 6
2025-07-27T20:35:20Z,0,0,0,Charge 6
2025-07-27T20:35:21Z,0,0,0,Charge 6
2025-07-27T20:35:22Z,0,0,0,Charge 6
2025-07-27T20:35:23Z,0,0,0,Charge 6
2025-07-27T20:35:24Z,0,0,0,Charge 6
2025-07-27T20:35:25Z,0,0,0,Charge 6
2025-07-27T20:35:26Z,0,0,0,Charge 6
2025-07-27T20:35:27Z,0,0,0,Charge 6
2025-07-27T20:35:28Z,0,0,0,Charge 6
2025-07-27T20:35:29Z,0,0,0,Charge 6
2025-07-27T20:35:30Z,0,0,0,Charge 6
2025-07-27T20:35:31Z,0,0,0,Charge 6
2025-07-27T20:35:32Z,0,0,0,Charge 6
2025-07-27T20:35:33Z,0,0,0,Charge 6
2025-07-27T20:35:34Z,0,0,0,Charge 6
2025-07-27T20:35:35Z,0,0,0,Charge 6
2025-07-27T20:35:36Z,0,0,0,Charge 6
2025-07-27T20:35:37Z,0,0,0,Charge 6
2025-07-27T20:35:38Z,0,0,0,Charge 6
2025-07-27T20:35:39Z,0,0,0,Charge 6
2025-07-27T20:35:40Z,0,0,0,Charge 6
2025-07-27T20:35:41Z,0,0,0,Charge 6
2025-07-27T20:35:42Z,0,0,0,Charge 6
2025-07-27T20:35:43Z,0,0,0,Charge 6
2025-07-27T20:35:44Z,0,0,0,Charge 6
2025-07-27T20:35:45Z,0,0,0,Charge 6
2025-07-27T20:35:46Z,0,0,0,Charge 6
2025-07-27T20:35:47Z,0,0,0,Charge 6
2025-07-27T20:35:48Z,0,0,0,Charge 6
2025-07-27T20:35:49Z,0,0,0,Charge 6
2025-07-27T20:35:50Z,0,0,0,Charge 6
2025-07-27T20:35:51Z,0,0,0,Charge 6
2025-07-27T20:35:52Z,0,0,0,Charge 6
2025-07-27T20:35:53Z,0,0,0,Charge 6
2025-07-27T20:35:54Z,0,0,0,Charge 6
2025-07-27T20:35:55Z,0,0,0,Charge 6
2025-07-27T20:35:56Z,0,0,0,Charge 6
2025-07-27T20:35:57Z,0,0,0,Charge 6
2025-07-27T20:35:58Z,0,0,0,Charge 6
2025-07-27T20:35:59Z,0,0,0,Charge 6
2025-07-27T20:36:00Z,0,0,0,Charge 6
2025-07-27T20:36:01Z,0,0,0,Charge 6
2025-07-27T20:36:02Z,0,0,0,Charge 6
2025-07-27T20:36:03Z,0,0,0,Charge 6
2025-07-27T20:36:04Z,0,0,0,Charge 6
2025-07-27T20:36:05Z,0,0,0,Charge 6
2025-07-27T20:36:06Z,2,0,0,Charge 6
2025-07-27T20:36:07Z,2,0,0,Charge 6
2025-07-27T20:36:08Z,0,0,0,Charge 6
2025-07-27T20:36:09Z,0,0,0,Charge 6
2025-07-27T20:36:10Z,0,0,0,Charge 6
2025-07-27T20:36:11Z,0,0,0,Charge 6
2025-07-27T20:36:12Z,0,0,0,Charge 6
2025-07-27T20:36:13Z,0,0,0,Charge 6
2025-07-27T20:36:14Z,0,0,0,Charge 6
2025-07-27T20:36:15Z,0,0,0,Charge 6
2025-07-27T21:18:08Z,1,0,0,Charge 6
2025-07-27T21:18:09Z,2,0,0,Charge 6
2025-07-27T21:18:10Z,1,160,0,Charge 6
2025-07-27T21:18:11Z,2,270,0,Charge 6
2025-07-27T21:18:12Z,2,400,0,Charge 6
2025-07-27T21:18:13Z,2,560,0,Charge 6
2025-07-27T21:18:14Z,2,690,0,Charge 6
2025-07-27T21:18:15Z,1,790,0,Charge 6
2025-07-27T21:18:16Z,2,860,0,Charge 6
2025-07-27T21:18:17Z,2,930,0,Charge 6
2025-07-27T21:18:18Z,2,980,0,Charge 6
2025-07-27T21:18:19Z,2,1020,0,Charge 6
2025-07-27T21:18:20Z,1,1290,0,Charge 6
2025-07-27T21:18:21Z,2,1300,0,Charge 6
2025-07-27T21:18:22Z,2,1320,0,Charge 6
2025-07-27T21:18:23Z,2,1340,0,Charge 6
2025-07-27T21:18:24Z,2,1340,0,Charge 6
2025-07-27T21:18:25Z,2,1390,0,Charge 6
2025-07-27T21:18:26Z,1,1380,0,Charge 6
2025-07-27T21:18:27Z,2,1390,0,Charge 6
2025-07-27T21:18:28Z,2,1370,0,Charge 6
2025-07-27T21:18:29Z,2,1380,0,Charge 6
2025-07-27T21:18:30Z,2,1370,0,Charge 6
2025-07-27T21:18:31Z,2,1420,0,Charge 6
2025-07-27T21:18:32Z,1,1410,0,Charge 6
2025-07-27T21:18:33Z,3,1440,0,Charge 6
2025-07-27T21:18:34Z,1,1430,0,Charge 6
2025-07-27T21:18:35Z,3,1470,0,Charge 6
2025-07-27T21:18:36Z,1,1460,0,Charge 6
2025-07-27T21:18:37Z,2,1470,0,Charge 6
2025-07-27T21:18:38Z,2,1470,0,Charge 6
2025-07-27T21:18:39Z,1,1470,0,Charge 6
2025-07-27T21:18:40Z,2,1460,0,Charge 6
2025-07-27T21:18:41Z,2,1460,0,Charge 6
2025-07-27T21:18:42Z,1,1460,0,Charge 6
2025-07-27T21:18:43Z,2,1450,0,Charge 6
2025-07-27T21:18:44Z,2,1440,0,Charge 6
2025-07-27T21:18:45Z,1,1450,0,Charge 6
2025-07-27T21:18:46Z,2,1440,0,Charge 6
2025-07-27T21:18:47Z,2,1430,0,Charge 6
2025-07-27T21:18:48Z,3,1460,0,Charge 6
2025-07-27T21:18:49Z,1,1450,0,Charge 6
2025-07-27T21:18:50Z,1,1450,0,Charge 6
2025-07-27T21:18:51Z,2,1460,0,Charge 6
2025-07-27T21:18:52Z,2,1450,0,Charge 6
2025-07-27T21:18:53Z,2,1450,0,Charge 6
2025-07-27T21:18:54Z,1,1430,0,Charge 6
2025-07-27T21:18:55Z,2,1440,0,Charge 6
2025-07-27T21:18:56Z,2,1440,0,Charge 6
2025-07-27T21:18:57Z,2,1440,0,Charge 6
2025-07-27T21:18:58Z,1,1430,0,Charge 6
2025-07-27T21:18:59Z,2,1420,0,Charge 6
2025-07-27T21:19:00Z,2,1420,0,Charge 6
2025-07-27T21:19:01Z,2,1420,0,Charge 6
2025-07-27T21:19:02Z,0,1340,0,Charge 6
2025-07-27T21:19:03Z,3,1340,0,Charge 6
2025-07-27T21:19:04Z,3,1380,0,Charge 6
2025-07-27T21:19:05Z,1,1380,0,Charge 6
2025-07-27T21:19:06Z,2,1380,0,Charge 6
2025-07-27T21:19:07Z,2,1460,0,Charge 6
2025-07-27T21:19:08Z,2,1460,0,Charge 6
2025-07-27T21:19:09Z,1,1450,0,Charge 6
2025-07-27T21:19:10Z,2,1450,0,Charge 6
2025-07-27T21:19:11Z,1,1450,0,Charge 6
2025-07-27T21:19:12Z,2,1440,0,Charge 6
2025-07-27T21:19:13Z,2,1430,0,Charge 6
2025-07-27T21:19:14Z,2,1430,0,Charge 6
2025-07-27T21:19:15Z,1,1430,0,Charge 6
2025-07-27T21:19:16Z,2,1420,0,Charge 6
2025-07-27T21:19:17Z,2,1420,0,Charge 6
2025-07-27T21:19:18Z,2,1420,0,Charge 6
2025-07-27T21:19:19Z,1,1420,0,Charge 6
2025-07-27T21:19:20Z,2,1410,0,Charge 6
2025-07-27T21:19:21Z,1,1410,0,Charge 6
2025-07-27T21:19:22Z,2,1410,0,Charge 6
2025-07-27T21:19:23Z,1,1320,0,Charge 6
2025-07-27T21:19:24Z,2,1320,0,Charge 6
2025-07-27T21:19:25Z,2,1320,0,Charge 6
2025-07-27T21:19:26Z,1,1310,0,Charge 6
2025-07-27T21:19:27Z,2,1320,0,Charge 6
2025-07-27T21:19:28Z,2,1310,0,Charge 6
2025-07-27T21:19:29Z,2,1310,0,Charge 6
2025-07-27T21:19:30Z,2,1320,0,Charge 6
2025-07-27T21:19:31Z,1,1320,0,Charge 6
2025-07-27T21:19:32Z,2,1320,0,Charge 6
2025-07-27T21:19:33Z,2,1320,0,Charge 6
2025-07-27T21:19:34Z,2,1320,0,Charge 6
2025-07-27T21:19:35Z,1,1320,0,Charge 6
2025-07-27T21:19:36Z,2,1320,0,Charge 6
2025-07-27T21:19:37Z,2,1320,0,Charge 6
2025-07-27T21:19:38Z,1,1320,0,Charge 6
2025-07-27T21:19:39Z,2,1320,0,Charge 6
2025-07-27T21:19:40Z,1,1320,0,Charge 6
2025-07-27T21:19:41Z,2,1310,0,Charge 6
2025-07-27T21:19:42Z,1,1250,0,Charge 6
2025-07-27T21:19:43Z,2,1250,0,Charge 6
2025-07-27T21:19:44Z,1,1200,0,Charge 6
2025-07-27T21:19:45Z,1,1210,0,Charge 6
2025-07-27T21:19:46Z,3,1200,0,Charge 6
2025-07-27T21:19:47Z,2,1200,0,Charge 6
2025-07-27T21:19:48Z,1,1200,0,Charge 6
2025-07-27T21:19:49Z,2,1220,0,Charge 6
2025-07-27T21:19:50Z,2,1280,0,Charge 6
2025-07-27T21:19:51Z,2,1290,0,Charge 6
2025-07-27T21:19:52Z,1,1290,0,Charge 6
2025-07-27T21:19:53Z,2,1290,0,Charge 6
2025-07-27T21:19:54Z,2,1300,0,Charge 6
2025-07-27T21:19:55Z,1,1290,0,Charge 6
2025-07-27T21:19:56Z,1,1230,0,Charge 6
2025-07-27T21:19:57Z,2,1240,0,Charge 6
2025-07-27T21:19:58Z,2,1230,0,Charge 6
2025-07-27T21:19:59Z,1,1200,0,Charge 6
2025-07-27T21:20:00Z,2,1190,0,Charge 6
2025-07-27T21:20:01Z,2,1200,0,Charge 6
2025-07-27T21:20:02Z,2,1200,0,Charge 6
2025-07-27T21:20:03Z,1,1200,0,Charge 6
2025-07-27T21:20:04Z,2,1210,0,Charge 6
2025-07-27T21:20:05Z,2,1210,0,Charge 6
2025-07-27T21:20:06Z,2,1220,0,Charge 6
2025-07-27T21:20:07Z,1,1210,0,Charge 6
2025-07-27T21:20:08Z,2,1220,0,Charge 6
2025-07-27T21:20:09Z,2,1230,0,Charge 6
2025-07-27T21:20:10Z,2,1230,0,Charge 6
2025-07-27T21:20:11Z,1,1220,0,Charge 6
2025-07-27T21:20:12Z,2,1230,0,Charge 6
2025-07-27T21:20:13Z,2,1230,0,Charge 6
2025-07-27T21:20:14Z,2,1240,0,Charge 6
2025-07-27T21:20:15Z,2,1240,0,Charge 6
2025-07-27T21:20:16Z,1,1240,0,Charge 6
2025-07-27T21:20:17Z,2,1250,0,Charge 6
2025-07-27T21:20:18Z,2,1250,0,Charge 6
2025-07-27T21:20:19Z,1,1250,0,Charge 6
2025-07-27T21:20:20Z,2,1250,0,Charge 6
2025-07-27T21:20:21Z,1,1250,0,Charge 6
2025-07-27T21:20:22Z,1,1210,0,Charge 6
2025-07-27T21:20:23Z,3,1200,0,Charge 6
2025-07-27T21:20:24Z,1,1200,0,Charge 6
2025-07-27T21:20:25Z,1,1170,0,Charge 6
2025-07-27T21:20:26Z,2,1180,0,Charge 6
2025-07-27T21:20:27Z,1,1170,0,Charge 6
2025-07-27T21:20:28Z,2,1170,0,Charge 6
2025-07-27T21:20:29Z,2,1170,0,Charge 6
2025-07-27T21:20:30Z,1,1170,0,Charge 6
2025-07-27T21:20:31Z,1,1180,0,Charge 6
2025-07-27T21:20:32Z,3,1170,0,Charge 6
2025-07-27T21:20:33Z,1,1170,0,Charge 6
2025-07-27T21:20:34Z,1,1170,0,Charge 6
2025-07-27T21:20:35Z,2,1110,0,Charge 6
2025-07-27T21:20:36Z,2,1110,0,Charge 6
2025-07-27T21:20:37Z,0,1020,0,Charge 6
2025-07-27T21:20:38Z,0,0,0,Charge 6
2025-07-27T21:20:39Z,0,0,0,Charge 6
2025-07-27T21:20:40Z,0,0,0,Charge 6
2025-07-27T21:20:41Z,0,0,0,Charge 6
2025-07-27T21:20:42Z,0,0,0,Charge 6
2025-07-27T21:20:43Z,0,0,0,Charge 6
2025-07-27T21:20:44Z,0,0,0,Charge 6
2025-07-27T21:20:45Z,0,0,0,Charge 6
2025-07-27T21:20:46Z,0,0,0,Charge 6
2025-07-27T21:20:47Z,0,0,0,Charge 6
2025-07-27T21:20:48Z,0,0,0,Charge 6
2025-07-27T21:20:49Z,0,0,0,Charge 6
2025-07-27T21:20:50Z,0,0,0,Charge 6
2025-07-27T21:20:51Z,0,0,0,Charge 6
2025-07-27T21:20:52Z,0,0,0,Charge 6
2025-07-27T21:20:53Z,0,0,0,Charge 6
2025-07-27T21:20:54Z,0,0,0,Charge 6
2025-07-27T21:20:55Z,0,0,0,Charge 6
2025-07-27T21:20:56Z,0,0,0,Charge 6
2025-07-27T21:20:57Z,0,0,0,Charge 6
2025-07-27T21:20:58Z,0,0,0,Charge 6
2025-07-27T21:20:59Z,0,0,0,Charge 6
2025-07-27T21:21:00Z,0,0,0,Charge 6
2025-07-27T21:21:01Z,0,0,0,Charge 6
2025-07-27T21:21:02Z,1,0,0,Charge 6
2025-07-27T21:21:03Z,1,0,0,Charge 6
2025-07-27T21:21:04Z,0,0,0,Charge 6
2025-07-27T21:21:05Z,1,0,0,Charge 6
2025-07-27T21:21:06Z,2,0,0,Charge 6
2025-07-27T21:21:07Z,1,0,0,Charge 6
2025-07-27T21:21:08Z,1,0,0,Charge 6
2025-07-27T21:21:09Z,2,0,0,Charge 6
2025-07-27T21:21:10Z,3,0,0,Charge 6
2025-07-27T21:21:11Z,0,0,0,Charge 6
2025-07-27T21:21:12Z,4,0,0,Charge 6
2025-07-27T21:21:13Z,0,0,0,Charge 6
2025-07-27T21:21:14Z,1,0,0,Charge 6
2025-07-27T21:21:15Z,2,140,0,Charge 6
2025-07-27T21:21:16Z,2,320,0,Charge 6
2025-07-27T21:21:17Z,2,540,0,Charge 6
2025-07-27T21:21:18Z,1,720,0,Charge 6
2025-07-27T21:21:19Z,0,880,0,Charge 6
2025-07-27T21:21:20Z,0,1570,0,Charge 6
2025-07-27T21:21:21Z,0,0,0,Charge 6
2025-07-27T21:21:22Z,0,0,0,Charge 6
2025-07-27T21:21:23Z,0,0,0,Charge 6
2025-07-27T21:21:24Z,0,0,0,Charge 6
2025-07-27T21:21:25Z,0,0,0,Charge 6
2025-07-27T21:21:26Z,0,0,0,Charge 6
2025-07-27T21:21:27Z,0,0,0,Charge 6
2025-07-27T21:21:28Z,0,0,0,Charge 6
2025-07-27T21:21:29Z,0,0,0,Charge 6
2025-07-27T21:21:30Z,0,0,0,Charge 6
2025-07-27T21:21:31Z,0,0,0,Charge 6
2025-07-27T21:21:32Z,0,0,0,Charge 6
2025-07-27T21:21:33Z,0,0,0,Charge 6
2025-07-27T21:21:34Z,0,0,0,Charge 6
2025-07-27T21:21:35Z,0,0,0,Charge 6
2025-07-27T21:21:36Z,0,0,0,Charge 6
2025-07-27T21:21:37Z,0,0,0,Charge 6
2025-07-27T21:21:38Z,0,0,0,Charge 6
2025-07-27T21:21:39Z,0,0,0,Charge 6
2025-07-27T21:21:40Z,0,0,0,Charge 6
2025-07-27T21:21:41Z,0,0,0,Charge 6
2025-07-27T21:21:42Z,0,0,0,Charge 6
2025-07-27T21:21:43Z,0,0,0,Charge 6
2025-07-27T21:21:44Z,0,0,0,Charge 6
2025-07-27T21:21:45Z,0,0,0,Charge 6
2025-07-27T21:21:46Z,0,0,0,Charge 6
2025-07-27T21:21:47Z,0,0,0,Charge 6
2025-07-27T21:21:48Z,0,0,0,Charge 6
2025-07-27T21:21:49Z,0,0,0,Charge 6
2025-07-27T21:21:50Z,1,0,0,Charge 6
2025-07-27T21:21:51Z,2,0,0,Charge 6
2025-07-27T21:21:52Z,1,0,0,Charge 6
2025-07-27T21:21:53Z,2,140,0,Charge 6
2025-07-27T21:21:54Z,0,250,0,Charge 6
2025-07-27T21:21:55Z,4,470,0,Charge 6
2025-07-27T21:21:56Z,2,720,0,Charge 6
2025-07-27T21:21:57Z,1,950,0,Charge 6
2025-07-27T21:21:58Z,2,1030,0,Charge 6
2025-07-27T21:21:59Z,2,1170,0,Charge 6
2025-07-27T21:22:00Z,2,1210,0,Charge 6
2025-07-27T21:22:01Z,0,1160,0,Charge 6
2025-07-27T21:22:02Z,0,2210,0,Charge 6
2025-07-27T21:22:03Z,0,0,0,Charge 6
2025-07-27T21:22:04Z,0,0,0,Charge 6
2025-07-27T21:22:05Z,0,0,0,Charge 6
2025-07-27T21:22:06Z,0,0,0,Charge 6
2025-07-27T21:22:07Z,0,0,0,Charge 6
2025-07-27T21:22:08Z,0,0,0,Charge 6
2025-07-27T21:22:09Z,0,0,0,Charge 6
2025-07-27T21:22:10Z,0,0,0,Charge 6
2025-07-27T21:22:11Z,0,0,0,Charge 6
2025-07-27T21:22:12Z,0,0,0,Charge 6
2025-07-27T21:22:13Z,0,0,0,Charge 6
2025-07-27T21:22:14Z,0,0,0,Charge 6
2025-07-27T21:22:15Z,0,0,0,Charge 6
2025-07-27T21:22:16Z,2,0,0,Charge 6
2025-07-27T21:22:17Z,2,0,0,Charge 6
2025-07-27T21:22:18Z,0,0,0,Charge 6
2025-07-27T21:22:19Z,0,0,0,Charge 6
2025-07-27T21:22:20Z,0,0,0,Charge 6
2025-07-27T21:22:21Z,0,0,0,Charge 6
2025-07-27T21:22:22Z,0,0,0,Charge 6
2025-07-27T21:22:23Z,0,0,0,Charge 6
2025-07-27T21:22:24Z,0,0,0,Charge 6
2025-07-27T21:22:25Z,0,0,0,Charge 6
2025-07-27T21:22:26Z,0,0,0,Charge 6
2025-07-27T21:22:27Z,0,0,0,Charge 6
2025-07-27T21:22:28Z,0,0,0,Charge 6
2025-07-27T21:22:29Z,0,0,0,Charge 6
2025-07-27T21:22:30Z,0,0,0,Charge 6
2025-07-27T21:22:31Z,0,0,0,Charge 6
2025-07-27T21:22:32Z,0,0,0,Charge 6
2025-07-27T21:22:33Z,0,0,0,Charge 6
2025-07-27T21:22:34Z,0,0,0,Charge 6
2025-07-27T21:22:35Z,0,0,0,Charge 6
2025-07-27T21:22:36Z,0,0,0,Charge 6
2025-07-27T21:22:37Z,0,0,0,Charge 6
2025-07-27T21:22:38Z,0,0,0,Charge 6
2025-07-27T21:22:39Z,0,0,0,Charge 6
2025-07-27T21:22:40Z,0,0,0,Charge 6
2025-07-27T21:22:41Z,0,0,0,Charge 6
2025-07-27T21:22:42Z,0,0,0,Charge 6
2025-07-27T21:22:43Z,0,0,0,Charge 6
2025-07-27T21:22:44Z,0,0,0,Charge 6
2025-07-27T21:22:45Z,0,0,0,Charge 6
2025-07-27T21:22:46Z,0,0,0,Charge 6
2025-07-27T21:22:47Z,0,0,0,Charge 6
2025-07-27T21:22:48Z,0,0,0,Charge 6
2025-07-27T21:22:49Z,0,0,0,Charge 6
2025-07-27T21:22:50Z,0,0,0,Charge 6
2025-07-27T21:22:51Z,0,0,0,Charge 6
2025-07-27T21:22:52Z,0,0,0,Charge 6
2025-07-27T21:22:53Z,0,0,0,Charge 6
2025-07-27T21:22:54Z,0,0,0,Charge 6
2025-07-27T21:22:55Z,0,0,0,Charge 6
2025-07-27T21:22:56Z,0,0,0,Charge 6
2025-07-27T21:22:57Z,0,0,0,Charge 6
2025-07-27T21:22:58Z,0,0,0,Charge 6
2025-07-27T21:22:59Z,0,0,0,Charge 6
2025-07-27T21:23:00Z,0,0,0,Charge 6
2025-07-27T21:23:01Z,0,0,0,Charge 6
2025-07-27T21:23:02Z,0,0,0,Charge 6
2025-07-27T21:23:03Z,0,0,0,Charge 6
2025-07-27T21:23:04Z,0,0,0,Charge 6
2025-07-27T21:23:05Z,0,0,0,Charge 6
2025-07-27T21:23:06Z,0,0,0,Charge 6
2025-07-27T21:23:07Z,0,0,0,Charge 6
2025-07-27T21:23:08Z,0,0,0,Charge 6
2025-07-27T21:23:09Z,0,0,0,Charge 6
2025-07-27T21:23:10Z,0,0,0,Charge 6
2025-07-27T21:23:11Z,0,0,0,Charge 6
2025-07-27T21:23:12Z,0,0,0,Charge 6
2025-07-27T21:23:13Z,0,0,0,Charge 6
2025-07-27T21:23:14Z,0,0,0,Charge 6
2025-07-27T21:23:15Z,0,0,0,Charge 6
2025-07-27T21:23:16Z,0,0,0,Charge 6
2025-07-27T21:23:17Z,0,0,0,Charge 6
2025-07-27T21:23:18Z,0,0,0,Charge 6
2025-07-27T21:23:19Z,0,0,0,Charge 6
2025-07-27T21:23:20Z,0,0,0,Charge 6
2025-07-27T21:23:21Z,0,0,0,Charge 6
2025-07-27T21:23:22Z,0,0,0,Charge 6
2025-07-27T21:23:23Z,0,0,0,Charge 6
2025-07-27T21:23:24Z,0,0,0,Charge 6
2025-07-27T21:23:25Z,0,0,0,Charge 6
2025-07-27T21:23:26Z,0,0,0,Charge 6
2025-07-27T21:23:27Z,0,0,0,Charge 6
2025-07-27T21:23:28Z,0,0,0,Charge 6
2025-07-27T21:23:29Z,0,0,0,Charge 6
2025-07-27T21:23:30Z,0,0,0,Charge 6
2025-07-27T21:23:31Z,0,0,0,Charge 6
2025-07-27T21:23:32Z,0,0,0,Charge 6
2025-07-27T21:23:33Z,0,0,0,Charge 6
2025-07-27T21:23:34Z,0,0,0,Charge 6
2025-07-27T21:23:35Z,0,0,0,Charge 6
2025-07-27T21:23:36Z,0,0,0,Charge 6
2025-07-27T21:23:37Z,0,0,0,Charge 6
2025-07-27T21:23:38Z,0,0,0,Charge 6
2025-07-27T21:23:39Z,0,0,0,Charge 6
2025-07-27T21:23:40Z,0,0,0,Charge 6
2025-07-27T21:23:41Z,0,0,0,Charge 6
2025-07-27T21:23:42Z,0,0,0,Charge 6
2025-07-27T21:23:43Z,0,0,0,Charge 6
2025-07-27T21:23:44Z,0,0,0,Charge 6
2025-07-27T21:23:45Z,0,0,0,Charge 6
2025-07-27T21:23:46Z,0,0,0,Charge 6
2025-07-27T21:23:47Z,0,0,0,Charge 6
2025-07-27T21:23:48Z,0,0,0,Charge 6
2025-07-27T21:23:49Z,0,0,0,Charge 6
2025-07-27T21:23:50Z,0,0,0,Charge 6
2025-07-27T21:23:51Z,0,0,0,Charge 6
2025-07-27T21:23:52Z,0,0,0,Charge 6
2025-07-27T21:23:53Z,0,0,0,Charge 6
2025-07-27T21:23:54Z,0,0,0,Charge 6
2025-07-27T21:23:55Z,0,0,0,Charge 6
2025-07-27T21:23:56Z,0,0,0,Charge 6
2025-07-27T21:23:57Z,2,0,0,Charge 6
2025-07-27T21:23:58Z,2,0,0,Charge 6
2025-07-27T21:23:59Z,0,0,0,Charge 6
2025-07-27T21:24:00Z,0,0,0,Charge 6
2025-07-27T21:24:01Z,0,0,0,Charge 6
2025-07-27T21:24:02Z,0,0,0,Charge 6
2025-07-27T21:24:03Z,0,0,0,Charge 6
2025-07-27T21:24:04Z,0,0,0,Charge 6
2025-07-27T21:24:05Z,0,0,0,Charge 6
2025-07-27T21:24:06Z,0,0,0,Charge 6
2025-07-27T21:24:07Z,0,0,0,Charge 6
2025-07-27T21:24:08Z,0,0,0,Charge 6
2025-07-27T21:24:09Z,0,0,0,Charge 6
2025-07-27T21:24:10Z,0,0,0,Charge 6
2025-07-27T21:24:11Z,0,0,0,Charge 6
2025-07-27T21:24:12Z,0,0,0,Charge 6
2025-07-27T21:24:13Z,0,0,0,Charge 6
2025-07-27T21:24:14Z,0,0,0,Charge 6
2025-07-27T21:24:15Z,0,0,0,Charge 6
2025-07-27T21:24:16Z,0,0,0,Charge 6
2025-07-27T21:24:17Z,0,0,0,Charge 6
2025-07-27T21:24:18Z,0,0,0,Charge 6
2025-07-27T21:24:19Z,0,0,0,Charge 6
2025-07-27T21:24:20Z,0,0,0,Charge 6
2025-07-27T21:24:21Z,0,0,0,Charge 6
2025-07-27T21:24:22Z,0,0,0,Charge 6
2025-07-27T21:24:23Z,0,0,0,Charge 6
2025-07-27T21:24:24Z,0,0,0,Charge 6
2025-07-27T21:24:25Z,0,0,0,Charge 6
2025-07-27T21:24:26Z,0,0,0,Charge 6
2025-07-27T21:24:27Z,0,0,0,Charge 6
2025-07-27T21:24:28Z,0,0,0,Charge 6
2025-07-27T21:24:29Z,0,0,0,Charge 6
2025-07-27T21:24:30Z,0,0,0,Charge 6
2025-07-27T21:24:31Z,0,0,0,Charge 6
2025-07-27T21:24:32Z,0,0,0,Charge 6
2025-07-27T21:24:33Z,0,0,0,Charge 6
2025-07-27T21:24:34Z,0,0,0,Charge 6
2025-07-27T21:24:35Z,0,0,0,Charge 6
2025-07-27T21:24:36Z,0,0,0,Charge 6
2025-07-27T21:24:37Z,0,0,0,Charge 6
2025-07-27T21:24:38Z,0,0,0,Charge 6
2025-07-27T21:24:39Z,0,0,0,Charge 6
2025-07-27T21:24:40Z,0,0,0,Charge 6
2025-07-27T21:24:41Z,0,0,0,Charge 6
2025-07-27T21:24:42Z,0,0,0,Charge 6
2025-07-27T21:24:43Z,0,0,0,Charge 6
2025-07-27T21:24:44Z,0,0,0,Charge 6
2025-07-27T21:24:45Z,0,0,0,Charge 6
2025-07-27T21:24:46Z,0,0,0,Charge 6
2025-07-27T21:24:47Z,0,0,0,Charge 6
2025-07-27T21:24:48Z,0,0,0,Charge 6
